PARAMETER1,PARAMTER2,PARAMETER3,Site_ID
503698.7023,390170.4492,1734005.167,SIteid2
411974.9477,349284.6774,1070412.87,SIteid3
1480847.4730000002,1393357.969,5876136.052,SIteid4
349643.3834,238415.3353,1062351.236,SIteid7
620247.2059,498892.8149,1535959.0019999999,SIteid10
204909.9092,201241.0083,739643.3263,SIteid11
1300384.284,1056506.5559999999,4006909.913,SIteid17
337726.7934,299657.0738,1134261.564,SIteid18
131712.3232,111224.6738,206292.988,SIteid19
943033.3559999999,725344.4289,2417857.261,SIteid21
758133.1753,745470.122,2380663.124,SIteid24
479906.4729,343933.6541,1396451.1530000002,SIteid27
1157509.1979999999,1009059.4709999999,5138927.424,SIteid28
817810.8112,768682.8704,3222862.3310000002,SIteid35
640127.4279,610146.0192,2230481.727,SIteid37
715686.7049,627457.9918,2706574.716,SIteid38
126848.9148,125252.6579,251759.0557,SIteid39
1070492.297,924340.0191,3735975.047,SIteid40
386814.4975,384318.7404,772181.0637,SIteid41
752550.6362,654059.9781,2547591.8819999998,SIteid42
1005425.849,845828.7015,2984252.985,SIteid45
500966.0735,390865.9294,1875458.007,SIteid46
413327.1662,365646.9108,1580329.5459999999,SIteid50
1228603.342,703343.9751,3978519.3230000003,SIteid51
1145448.492,762319.63,3729053.617,SIteid53
471786.9212,343292.6818,1094822.571,SIteid56
354048.5098,246474.7282,767032.1273,SIteid59
2381937.07,2124827.805,9496269.724,SIteid64
891468.4827,728794.6893,4084828.955,SIteid65
722495.0767,575092.8003,2478157.997,SIteid67
334975.4593,308515.2661,863768.0317,SIteid68
814243.1588,782678.5544,3010081.902,SIteid71
293197.3947,230148.6361,790108.6451,SIteid74
635516.4022,397757.48,1589403.138,SIteid76
467676.0327,272134.8096,998164.707,SIteid77
666212.6673,522066.7797,2095117.5569999998,SIteid78
233944.9751,228098.453,791202.9703,SIteid79
392581.6537,385816.2905,1479560.1609999998,SIteid82
822252.4109,634254.7992,1479864.5590000001,SIteid85
340746.76700000005,303835.984,1233229.676,SIteid86
507170.2259,452875.1406,1012118.405,SIteid88
728896.0012,545323.4425,2362697.236,SIteid90
432971.03,430781.2288,2743274.272,SIteid93
396415.8142,319093.34,1487991.543,SIteid95
559476.0866,305688.585,207133.7337,SIteid100
492053.8511,476837.2781,1949893.041,SIteid101
668225.8271,486456.6462,2047502.271,SIteid111
449245.5866,342460.5023,1847353.699,SIteid115
1090585.027,791793.9274,2893456.962,SIteid118
895665.2925,513192.7874,2282768.39,SIteid121
497284.1089,369149.43200000003,1678269.302,SIteid122
750899.2201,580024.426,2074571.8569999998,SIteid123
937261.4943,794157.7304,4021944.059,SIteid124
1187563.139,876981.1953,4243663.795,SIteid127
806088.4809999999,615889.6124,2464307.931,SIteid128
248529.6528,184725.0226,878782.6115,SIteid130
607866.4846,570257.0298,2379318.7819999997,SIteid131
895478.4197,511193.614,2205277.261,SIteid134
567417.9832,521950.0522,1790803.9430000002,SIteid135
300062.5331,234439.8041,1443648.824,SIteid137
573349.7618,470474.2191,1578580.95,SIteid140
1668700.014,1091204.9270000001,3727998.917,SIteid143
566904.4222,493555.6894,1474049.404,SIteid144
505817.4337,413627.3796,1252741.018,SIteid145
593603.2714,499645.0425,1220609.65,SIteid146
496286.5697,388214.3309,2013180.06,SIteid147
646851.2092,586166.5934,2195124.751,SIteid151
135399.7822,126422.1136,306033.3266,SIteid152
293091.8547,175399.5819,279816.348,SIteid162
642463.42,557378.7631,1478709.549,SIteid170
604047.1333,408796.1931,1652251.6130000001,SIteid171
207075.8556,175121.4151,580004.0381,SIteid172
295219.1489,279140.1185,1000804.296,SIteid175
572796.8236,485525.6154,1548487.132,SIteid176
773097.6582,618918.9923,2022319.842,SIteid177
1508210.273,929481.5837,5503492.517999999,SIteid182
846464.538,647947.2994,2758615.4680000003,SIteid183
443118.4848,332289.4038,1200024.4270000001,SIteid184
101960.146,100816.4563,104203.845,SIteid185
723907.7635,513958.7608,2189422.5919999997,SIteid189
380850.5726,344742.0597,697364.9958,SIteid191
1092376.065,862611.9969,3224838.057,SIteid192
1388532.896,1066432.875,4510073.612,SIteid194
758823.7469,635730.6737,2264085.473,SIteid199
227842.4304,154225.2596,181036.6266,SIteid200
520631.2343,481076.3813,2309887.826,SIteid205
1002891.46,514411.6441,3019580.345,SIteid208
1160975.731,805081.4313,3973343.708,SIteid211
1131492.317,619805.1552,2624508.905,SIteid212
468988.869,317634.0752,1592428.205,SIteid216
254788.9095,245607.76100000003,943602.051,SIteid218
532292.7729,435305.9305,1976808.485,SIteid223
242943.8545,227333.2355,678702.7379,SIteid226
870692.327,794581.6224,2378367.995,SIteid229
537811.1555,512171.7575,2262629.571,SIteid232
239433.8984,211019.6807,752557.5504,SIteid234
532159.1020000001,384721.3342,1312867.15,SIteid236
283255.7518,197427.3987,829889.4527,SIteid237
653508.0227,578886.8533,2457336.727,SIteid242
735821.5655,455048.8933,1878517.325,SIteid245
316183.3513,287765.615,655495.3462,SIteid246
829257.1996,555647.8877,2028031.705,SIteid249
1437638.696,1057552.057,3312879.53,SIteid252
579205.6368,509168.3137,1838588.0,SIteid253
1077873.254,591770.047,2183964.8,SIteid254
776572.4176,508050.8667,1733576.364,SIteid258
924463.5554,583421.5579,2749860.704,SIteid264
743415.5201,601335.6373,2666344.383,SIteid265
398277.6456,375869.6048,1153826.812,SIteid267
600254.7194,505940.4066,1539132.665,SIteid269
582606.1394,314416.9854,1264874.096,SIteid272
688822.0526,673098.4436,2150655.35,SIteid274
1173386.52,822456.7917,4621444.704,SIteid275
172703.6542,171425.2813,902111.0085,SIteid277
525468.9182,407900.6432,1373673.6409999998,SIteid278
1216142.284,842041.9551,3175158.028,SIteid280
573841.3829,370301.72,1479616.918,SIteid282
458320.6859,333140.0377,1444273.364,SIteid284
216070.6296,168228.012,403577.8124,SIteid285
503940.3228,376355.2193,1439980.9319999998,SIteid287
168598.9225,135973.8084,361609.0639,SIteid288
227944.7101,220780.5349,549440.7343,SIteid289
638491.5126,508984.3037,2223913.018,SIteid291
1855238.4030000002,1092657.3190000001,5810243.877,SIteid292
1037438.4090000001,887926.2043,2254006.134,SIteid293
1384422.2240000002,867594.7608,5346526.495,SIteid294
704948.8209,679605.3502,2821717.938,SIteid295
335307.5088,272167.8472,1248426.6709999999,SIteid297
713678.5941,649341.782,2475675.031,SIteid301
989380.5513,546339.83,2114592.925,SIteid303
1168460.861,880550.805,2972180.784,SIteid305
685946.7648,591441.9277,3033064.762,SIteid308
843467.817,687972.5321,3327308.671,SIteid310
457029.915,419082.8775,1891085.737,SIteid312
317811.3246,284840.4965,849382.777,SIteid315
1002884.902,791629.2691,4343969.716,SIteid316
635886.3726,619362.6496,2746273.062,SIteid317
870627.8829,573724.2119,1498976.5769999998,SIteid327
504839.0393,476156.11100000003,1162470.676,SIteid328
185885.1051,125306.5213,239952.5613,SIteid330
542586.6426,527803.5957,2029868.604,SIteid333
215821.6351,144688.6788,338440.3424,SIteid334
694739.8913,572381.4133,2321324.328,SIteid336
819147.8625,706020.5388,1561371.305,SIteid339
607963.9322,463580.0396,1756258.876,SIteid341
1436177.5219999999,785138.4749,3695528.49,SIteid351
117378.2673,97187.0695,103432.7661,SIteid352
144236.5942,129341.3091,423180.2038,SIteid353
418608.5302,335930.5722,1408337.63,SIteid355
858966.0635,566754.5102,2160571.9080000003,SIteid356
668723.6396,496624.5244,2373799.353,SIteid357
778790.8325,565165.5236,2750263.352,SIteid358
682007.8841,535061.3038,2232335.208,SIteid359
345470.8333,336053.6397,1638589.0659999999,SIteid360
695836.0017,536412.8307,2402019.317,SIteid361
435392.9667,295074.4702,1435905.419,SIteid363
755285.2165,661337.7543,3860821.684,SIteid364
731319.8697,437426.6828,1982542.976,SIteid366
586361.572,386064.7909,2201490.772,SIteid367
569439.5457,455923.2667,2242194.8959999997,SIteid368
898165.6936,745943.071,3247271.6010000003,SIteid373
590554.1698,481118.217,1702392.785,SIteid379
408724.6222,404349.0959,1382044.274,SIteid381
471253.9135,409227.0606,1100967.9109999998,SIteid382
886190.4654,566415.4766,2799379.889,SIteid385
475220.9418,402880.0595,1547969.84,SIteid388
242694.697,189384.0894,693584.0949,SIteid389
925767.0725,566887.7087,2942606.088,SIteid390
522423.9111,423546.3064,1729100.146,SIteid391
1035921.808,820173.4212,3619267.1319999998,SIteid392
670562.7516,447538.0561,1508679.869,SIteid394
734192.7219,545733.7778,2584207.765,SIteid399
395465.5223,276904.2904,593956.2616,SIteid403
845969.8977,719844.9551,1742324.608,SIteid406
715074.2573,554511.7175,1821587.31,SIteid407
958357.3085,613527.1662,2991094.037,SIteid410
1212072.0520000001,966485.8515,3473445.702,SIteid413
283642.3199,210159.9058,760846.9029999999,SIteid414
743963.8042,544667.7502,2619715.93,SIteid415
466215.505,372007.4424,1726558.8590000002,SIteid417
1320923.897,900354.1928,3805091.393,SIteid419
104632.948,90022.08197,71295.41405,SIteid422
826904.7355,551304.7167,2058752.1940000001,SIteid429
461783.5518,455939.0009,1947176.3909999998,SIteid430
430750.6945,390670.5163,1988351.3869999999,SIteid435
660293.8641,649786.5896,2304468.105,SIteid442
557275.2353,281844.9957,784482.7797,SIteid444
332511.2129,229020.6754,1348170.7969999998,SIteid446
603470.4913,590906.5008,2305335.749,SIteid447
1047608.272,611977.2951,2989015.942,SIteid453
1068629.639,1006142.863,3820862.9110000003,SIteid454
383734.3574,335859.2882,1088928.1609999998,SIteid457
990463.901,701320.8057,3744005.755,SIteid461
283748.2895,209360.0483,82773.96353,SIteid462
518301.0398,281708.0772,1036549.623,SIteid464
522082.5695,434726.2348,1600402.858,SIteid465
625707.0494,519020.969,1909061.874,SIteid467
572892.3027,542728.3414,1448194.9530000002,SIteid471
1298390.293,703105.8442,3058332.605,SIteid474
930052.5140000001,743993.5593,2835309.764,SIteid475
446489.9972,408037.5704,725808.9946,SIteid488
604872.0711,429167.2026,1053783.971,SIteid489
376008.7736,374541.2504,989184.8899,SIteid494
1285509.278,774609.6155,4129750.4189999998,SIteid495
580857.5385,474304.393,1740144.793,SIteid496
1085805.288,573191.6739,2176458.3019999997,SIteid500
314620.6988,163514.6134,186636.842,SIteid501
371971.464,332571.2655,859660.3116,SIteid503
1352000.5790000001,974900.5085,6198282.417,SIteid504
937318.9334,906997.2548,2277598.7569999998,SIteid506
1649909.62,862656.8972,4466609.603,SIteid508
1672469.655,1054993.1709999999,4995005.304,SIteid509
686218.3082,648448.7424,1927767.0359999998,SIteid510
526592.275,368872.4112,2054181.9309999999,SIteid512
1045076.8659999999,909515.7921,2653475.554,SIteid513
583959.0138,557531.6981,1660338.571,SIteid514
528297.6467,460240.9129,1124254.187,SIteid516
783647.2142,482090.6097,525380.139,SIteid517
784104.3057,441073.5055,2514362.8219999997,SIteid518
755750.6082,565046.669,2999609.747,SIteid522
1505785.8930000002,948455.9331,4268758.085,SIteid525
622430.6661,471487.0035,2105753.611,SIteid534
485578.5338,444410.0242,1884178.7419999999,SIteid538
552885.3155,457434.1583,1619643.176,SIteid542
884749.577,754356.4993,2439373.386,SIteid543
1281667.035,731922.4818,4356229.471,SIteid545
404157.1298,327289.3567,988300.8990000001,SIteid546
274957.6022,245946.7627,486183.2303,SIteid547
736048.9832,588792.0644,1699538.572,SIteid550
1619354.2230000002,1431553.084,4400908.054,SIteid552
903235.0058,832585.1846,3072816.175,SIteid553
686254.3467,598056.5454,1604362.346,SIteid554
1632450.4430000002,908654.8009,4741532.475,SIteid555
864979.18,502895.05100000004,2635133.8540000003,SIteid561
498225.4604,398552.1106,1322909.574,SIteid567
332596.7493,299430.7543,1559364.404,SIteid569
813781.3742,601210.0873,1723386.2019999998,SIteid571
755657.9205,384335.4602,1656382.352,SIteid572
1384334.619,1035174.62,4293284.627,SIteid580
692174.2704,449733.3135,1562089.093,SIteid581
697512.4845,337890.1112,1524846.8290000001,SIteid582
431718.1067,430437.6949,814523.0098,SIteid583
884515.8309999999,575076.1517,2200901.523,SIteid584
434966.883,411598.0896,2134081.078,SIteid585
89075.5217,88597.41876,58408.19096,SIteid586
824112.8132,745391.6525,2055838.8280000002,SIteid590
532830.4762,512244.9188,2174038.3430000003,SIteid597
199454.1619,181495.0346,907583.3578,SIteid599
699090.0258,693447.8067,2126064.826,SIteid607
1048340.17,950292.3121,2582281.07,SIteid609
849950.1572,581223.1338,3018744.519,SIteid615
811189.9894,800015.1511,3456132.397,SIteid616
412286.0933,300233.9777,1292210.385,SIteid617
1154723.423,874844.3940000001,1715210.2140000002,SIteid618
262153.7447,210011.6505,817328.5622,SIteid622
895028.7772,710037.0575,3473351.3880000003,SIteid623
562913.1642,517012.9684,1198905.075,SIteid627
917059.8983,733811.8175,2675075.906,SIteid637
1118695.37,788335.2538,2477336.001,SIteid642
842857.97,632339.6463,1650603.68,SIteid643
762254.3319,653286.4676,3753975.2339999997,SIteid645
1196743.4679999999,1073095.597,3667218.9269999997,SIteid646
1401473.7959999999,834005.4032,4271260.521000001,SIteid649
761307.4573,564064.1368,2440772.741,SIteid652
850384.3273,779311.2826,1803272.08,SIteid653
970812.7868,741597.0127,3525447.9639999997,SIteid654
764762.8751,608880.9627,2150004.9680000003,SIteid657
461261.3364,431846.5821,947677.6889,SIteid660
669790.6214,518403.5456,2080154.9880000001,SIteid661
333711.2597,247472.5535,1198246.36,SIteid663
852379.1333,486285.9181,2350159.652,SIteid664
582997.428,566289.2769,2749921.015,SIteid665
1378700.881,1021712.657,5338897.657,SIteid668
326093.0245,318230.5819,847632.4358,SIteid670
602927.9517,554937.344,2275679.1659999997,SIteid672
690543.4664,510982.275,2372663.069,SIteid675
300735.4242,261183.7679,1749093.532,SIteid682
650740.8602,485305.51200000005,2020937.062,SIteid685
834343.3941,783275.5288,3776809.973,SIteid686
1580333.9119999998,965738.9107,4171382.482,SIteid687
491884.0749,420661.9771,1855091.395,SIteid691
831286.6414,722288.9564,3923704.453,SIteid692
668210.8093,607843.933,1577796.793,SIteid695
455590.0893,453187.0864,916595.9428,SIteid697
900537.3466,726065.3958,3249130.8060000003,SIteid703
783807.6294,592511.2219,1824620.384,SIteid706
486719.6364,412379.9201,853391.329,SIteid707
1341812.084,741129.4504,3632268.494,SIteid708
485913.9947,423251.3449,1130640.648,SIteid709
595050.0567,508096.1303,1731826.4409999999,SIteid712
493972.2749,443448.7956,1740607.006,SIteid714
244746.8491,239843.9737,886688.5691,SIteid715
993920.551,673406.984,2990025.2060000002,SIteid721
291808.2926,281096.2815,545377.3108,SIteid724
680681.5339,548712.8062,2242517.889,SIteid729
1302470.87,791863.6876,3268557.417,SIteid731
730385.2823,514481.1289,2487511.667,SIteid732
1613108.32,1152188.396,3923491.914,SIteid733
932309.2884,691336.9935,2712582.203,SIteid734
855754.2609,657365.1028,3407835.587,SIteid735
734139.0865,702092.4908,3919483.478,SIteid736
1132516.938,733226.2386,3936245.818,SIteid737
974465.6099,811135.7667,2701780.057,SIteid741
679654.39,426040.2417,1769062.884,SIteid743
475424.0019,415470.6901,2046998.835,SIteid747
1560357.0119999999,1009688.1740000001,5805973.699,SIteid753
1259276.38,772519.1427,3454856.0089999996,SIteid754
566199.0956,427699.1203,1874348.207,SIteid761
569533.3287,490953.0068,1131169.591,SIteid762
456221.4016,403609.9162,1751155.303,SIteid767
1106259.54,886632.3003,5220135.022,SIteid773
733598.9874,555104.9715,2562817.902,SIteid774
699427.2201,392839.1235,1779445.719,SIteid775
464684.7847,283702.1596,1178976.443,SIteid777
324261.6535,310547.81,892458.0882,SIteid779
652847.8987,411808.3181,1644310.132,SIteid782
720734.2597,673156.2572,1349299.47,SIteid785
843587.5793,784942.0234,3435510.664,SIteid787
796987.2772,587047.9746,2030529.2780000002,SIteid803
785362.1863,496231.5693,1747181.509,SIteid808
497678.5333,399847.1751,1239965.986,SIteid809
1685101.032,1211194.078,5151003.15,SIteid813
1281988.4,1085995.844,5042667.25,SIteid817
580044.8208,346144.3579,1743634.5269999998,SIteid818
687877.7498,460260.3061,2198876.957,SIteid821
137766.3799,120702.9255,239725.8604,SIteid822
2100262.161,1423093.5990000002,6119920.7870000005,SIteid823
886159.9001,633444.1848,2313215.2819999997,SIteid827
519807.3262,366472.2906,1544379.425,SIteid830
491726.6648,346896.2431,1972363.3369999998,SIteid831
785490.8064,609527.1579999999,1967854.5690000001,SIteid832
1439391.686,1364575.892,6397108.995,SIteid833
224175.5385,113868.6422,75465.67413,SIteid835
865168.5525,732265.2829999999,2373605.77,SIteid837
319760.4667,305449.3219,817478.855,SIteid841
582343.82,552059.9359,1529007.491,SIteid843
618260.0829,476071.2834,1490322.3569999998,SIteid846
724465.0028,668736.3862,2156398.289,SIteid847
974853.2386,709471.316,2423864.1180000002,SIteid848
1310983.926,659451.9051,3561304.6569999997,SIteid851
313699.0194,270043.9519,876373.3749,SIteid853
1290949.215,1210455.553,4162668.58,SIteid856
1436891.708,714706.5906,4374703.188999999,SIteid857
745473.8603,698931.8747,1793738.251,SIteid862
653969.6096,638006.1152,1557260.6169999999,SIteid864
231936.7953,230517.1766,1170200.211,SIteid865
231272.3478,218193.3522,2163314.651,SIteid866
907130.1484,709330.9633,4127512.3019999997,SIteid874
347977.5697,341625.74600000004,823503.7531,SIteid875
1562194.5880000002,1150406.0159999998,4685534.274,SIteid878
778478.7035,642973.6283,3467484.652,SIteid882
873895.3154,774495.7053,3758960.37,SIteid884
379663.0294,285869.7818,1018906.2509999999,SIteid885
445381.7741,319663.6267,1058075.6090000002,SIteid886
529168.5926,342311.0963,1396365.1619999998,SIteid887
540617.3953,487187.9243,1802702.303,SIteid889
428129.9791,424403.3559,1021532.67,SIteid890
794919.3431,550478.1369,2279175.5,SIteid892
627460.0342,551493.8731,1707917.394,SIteid894
1365816.584,931056.7204,3676078.5939999996,SIteid896
226580.7288,200147.0114,802948.1209,SIteid902
481243.6295,449487.8441,1398413.9,SIteid904
741659.3875,633819.733,1949824.2,SIteid905
409003.4948,379668.86600000004,1386941.8159999999,SIteid909
694756.5893,620553.7043,2776206.45,SIteid911
807984.7023,634218.4639,2147916.474,SIteid913
817285.8246,631369.3958,2411785.227,SIteid914
989178.55,809290.5954,2879778.3910000003,SIteid917
605113.6427,470426.8647,1367075.6130000001,SIteid918
250198.0849,214403.8773,814394.9099,SIteid919
345333.7941,248435.1937,1264575.737,SIteid920
1784526.3,1256360.346,8575320.745,SIteid925
297691.2806,199776.8849,494388.70200000005,SIteid926
1109054.245,1022012.3359999999,3787096.6980000003,SIteid928
198937.0724,135405.8715,274534.1048,SIteid930
610107.8768,579843.1266,2041309.602,SIteid932
1140902.695,641866.3294,3078546.006,SIteid933
225019.4807,213444.8576,929070.1485,SIteid935
154312.8779,145385.0536,490466.672,SIteid937
939744.568,816383.8840000001,2324141.412,SIteid938
1211652.857,1177468.646,4326616.387,SIteid945
1038946.724,586638.0296,3481899.91,SIteid948
810015.1332,458806.5098,2103405.966,SIteid959
1096995.961,717622.16,3136365.705,SIteid965
109465.4649,100106.3688,141029.1526,SIteid966
825862.5597,702925.5014,1753655.446,SIteid970
634380.6217,535115.6368,1688249.507,SIteid978
387853.4487,287473.5779,499286.0819,SIteid981
851114.1992,678399.391,2416714.508,SIteid982
861505.9348,857759.7588,3300347.999,SIteid983
710673.5179,549077.8916,2437219.765,SIteid984
753049.8932,733200.0489,2782347.172,SIteid985
1910174.4840000002,1261058.166,6394204.89,SIteid986
313184.8541,249805.0674,955648.2187,SIteid988
477551.7355,380900.4575,1958405.477,SIteid989
452555.8395,354682.7132,1750361.299,SIteid990
564077.3577,516637.0397,2888080.348,SIteid992
364313.4408,267652.5576,689039.8377,SIteid995
647404.3044,487537.96200000006,2375046.794,SIteid996
505728.6239,410013.1899,844669.141,SIteid999
122961.8466,121748.7451,237022.3046,SIteid1000
775262.9138,638469.9099,2937238.098,SIteid1001
1130223.9679999999,728710.8636,2889830.854,SIteid1002
691888.5845,467359.1909,1965725.801,SIteid1004
886175.1740000001,702294.9243,1884458.8569999998,SIteid1006
1189442.206,1020156.3409999999,3414473.423,SIteid1008
476639.3578,457678.1071,1321721.124,SIteid1009
695079.2855,547359.6574,2118098.3680000002,SIteid1013
702355.4969,579003.0832,1458346.823,SIteid1014
968809.7052,951222.827,2693772.189,SIteid1016
666238.0109,632578.1537,1885717.564,SIteid1017
644234.8778,479638.4771,2284723.315,SIteid1019
388455.9867,354390.7217,1544439.619,SIteid1021
530404.8623,526227.4909,1707042.775,SIteid1023
892959.0513,771906.5048,2341086.128,SIteid1027
1771461.2580000001,1563440.9640000002,8533642.77,SIteid1029
352694.6314,271709.2149,2589114.965,SIteid1033
750840.7602,662066.3448,1968778.271,SIteid1034
340022.9576,271314.1832,1168558.2859999998,SIteid1037
1061993.597,758108.8577,2785396.644,SIteid1040
854744.9802,617209.2815,2113494.279,SIteid1041
543560.5554,452420.5034,1771969.937,SIteid1042
765246.3922,735241.4144,2710964.835,SIteid1043
232508.9762,216417.8489,1055498.979,SIteid1044
803995.0777,581502.5667,2248635.152,SIteid1045
1100521.154,797540.1941,2095569.5990000002,SIteid1048
1095894.716,890786.0974,4546635.256,SIteid1049
894204.9865,480167.8419,2598450.6980000003,SIteid1051
361589.3042,344946.2359,578263.6939,SIteid1052
831221.8441,484857.6342,1954156.739,SIteid1055
300047.4427,262013.0211,1295880.6570000001,SIteid1059
1982426.648,1402104.155,5836504.137,SIteid1060
711234.7542,619423.9369,1678270.563,SIteid1062
128810.3468,117868.2221,266149.6465,SIteid1063
286236.6685,256933.21899999998,755048.0895,SIteid1066
1790146.7140000002,1394308.553,6556607.688999999,SIteid1067
1211250.179,1120223.791,4432253.603,SIteid1071
389938.7536,362890.2361,1210451.676,SIteid1081
692452.5537,663094.7823,2674119.397,SIteid1084
629467.9948,528921.4404,3197862.228,SIteid1086
727469.3477,584279.6329,1601732.618,SIteid1087
559606.6325,465427.4636,1431188.549,SIteid1088
842363.7879,662944.1127,1996916.4919999999,SIteid1090
452436.3687,382684.3502,1462547.119,SIteid1095
774835.0092,579225.1589,3108233.414,SIteid1098
472647.0028,241527.0239,724196.8112,SIteid1099
748745.4055,387741.8027,1702251.985,SIteid1102
826080.2236,572816.657,2723541.4280000003,SIteid1105
794793.6552,658394.7742,2576291.0930000003,SIteid1106
2064553.0890000002,1151416.074,5515938.142000001,SIteid1109
628810.7945,573200.8562,2545729.554,SIteid1111
443272.7676,337708.2924,1237765.978,SIteid1112
445532.8651,444783.6263,1412626.2869999998,SIteid1113
587387.0816,520858.2688,3238833.318,SIteid1115
725936.373,489630.8516,2400841.975,SIteid1122
221591.2194,219961.152,672160.2841,SIteid1123
600390.8026,561287.3758,1563968.325,SIteid1125
436169.9501,435449.1852,1214779.615,SIteid1126
718807.6479999999,538867.6061,2066955.4630000002,SIteid1130
204471.1137,194303.09600000002,532679.8265,SIteid1132
1182381.632,892571.098,3695765.285,SIteid1133
591957.0074,499030.9425,1888493.341,SIteid1134
701452.1302,424223.0891,1678628.0380000002,SIteid1135
623183.8349,442346.2339,1693165.3490000002,SIteid1137
471655.5043,329460.0775,1500886.767,SIteid1141
1047046.5759999999,594142.919,2526152.161,SIteid1145
572594.3843,544782.1939,2113401.022,SIteid1147
162902.4192,150229.2422,377039.1635,SIteid1149
947003.1742,648377.7982,3087130.3210000005,SIteid1152
957652.9145,564635.7889,2297667.431,SIteid1154
577922.8692,477176.3923,1916460.34,SIteid1157
325340.1908,254421.7519,893257.8307,SIteid1160
499185.1502,393926.0183,1339707.848,SIteid1163
1267958.414,913524.4914,2767869.6139999996,SIteid1165
849215.6856,458979.3055,2427805.621,SIteid1171
955649.4122,591848.9455,2919228.894,SIteid1172
96519.2598,91571.21987,128311.6534,SIteid1174
531094.3135,421298.8727,1869456.949,SIteid1176
825596.2965,547445.6728,1971819.845,SIteid1177
513489.2189,442204.9178,1474333.889,SIteid1178
958156.6197,792391.4636,2704186.995,SIteid1185
876046.1306,808671.6201,1953082.5669999998,SIteid1190
1251334.4540000001,951115.973,3060662.143,SIteid1193
443923.7084,324799.6625,912785.7642,SIteid1200
829680.5062,612192.0054,2454139.194,SIteid1204
968132.5865,787917.0743,2887280.8430000003,SIteid1205
357817.9859,307127.4869,1262475.9640000002,SIteid1207
912071.6294,892998.1255,3091820.744,SIteid1209
182435.076,161395.4357,271759.0306,SIteid1217
681331.4322,569789.833,1483285.8769999999,SIteid1219
511482.325,367140.763,1766806.61,SIteid1227
587150.4188,496808.3793,2826801.747,SIteid1228
170875.3172,159441.6769,445187.8196,SIteid1229
551417.9014,435107.1777,1812869.279,SIteid1230
725770.0416,647228.1337,2653456.511,SIteid1232
306934.2075,259000.6268,1051551.442,SIteid1236
321122.7381,292046.1108,561017.0506,SIteid1237
1172137.612,736318.3826,3647564.13,SIteid1238
518640.2299,376228.6322,783408.9247,SIteid1241
703467.8175,684018.23,3086856.458,SIteid1244
143498.925,118295.8262,271345.0222,SIteid1245
938454.3667,801342.3931,2650591.81,SIteid1246
256778.6558,244499.7329,967248.3273,SIteid1249
959672.2946,655658.489,3874511.1980000003,SIteid1250
569384.1177,559439.7164,1802915.741,SIteid1251
758926.6556,694514.7905,2076993.799,SIteid1254
1843402.976,1231952.076,5294663.069,SIteid1258
650025.3075,570888.8038,1465091.427,SIteid1259
740112.2253,636361.0193,2017363.074,SIteid1260
1657435.4109999998,1060350.369,4828687.615,SIteid1263
1253664.635,867438.5893,4313669.26,SIteid1269
979237.5959,643079.654,2448842.751,SIteid1271
1123982.04,607859.5741,3038341.9239999996,SIteid1274
320421.7066,232691.7124,969805.1381,SIteid1275
479541.7708,444023.9478,1346519.4119999998,SIteid1277
1380257.594,1297869.06,5177117.463,SIteid1279
785324.1754,463795.8228,2044361.773,SIteid1282
1026684.957,824762.1352,3725609.183,SIteid1284
1026282.186,938437.9726,3890389.4069999997,SIteid1285
325068.5883,302829.2727,725289.0032,SIteid1287
147146.8622,122338.1786,258635.9005,SIteid1288
450284.7608,389920.6676,1522511.9880000001,SIteid1294
596611.9591,376122.2919,1227214.293,SIteid1295
549341.3392,400479.4022,1136934.932,SIteid1301
1481526.9409999999,1285684.241,6242968.208,SIteid1302
1112755.014,764462.9725,2498982.338,SIteid1304
1046748.791,789239.7177,3521641.7210000004,SIteid1305
108194.4634,97324.87247999999,63708.27881,SIteid1306
415556.3371,415175.5318,955324.3358,SIteid1308
425038.2884,415284.4361,1310193.4740000002,SIteid1309
611030.4587,594785.7209,2215506.108,SIteid1310
1743826.4109999998,1003977.052,4268353.227,SIteid1311
925159.3914,883321.0348,3731849.876,SIteid1314
1223167.132,799804.5390000001,3979953.662,SIteid1317
754230.0643,655637.6409,1852476.164,SIteid1318
632133.9884,440305.6695,1564743.654,SIteid1319
229168.1633,193592.7595,525697.7367,SIteid1321
888875.0181,714432.4797,3210986.642,SIteid1323
741088.3201,406547.1132,2027950.142,SIteid1325
1226984.938,746925.8693,3577377.003,SIteid1326
1174568.586,629858.3291,3539075.902,SIteid1328
1239398.374,827043.855,4382235.473999999,SIteid1333
1064463.351,639353.9306,3047122.99,SIteid1339
488993.0701,383536.8516,1188658.027,SIteid1341
143944.8402,126676.2487,290199.836,SIteid1344
389680.7978,288109.6431,1375443.4719999998,SIteid1348
687368.3481,455455.6531,1741947.5980000002,SIteid1351
168091.0289,164168.5407,775237.0912,SIteid1357
1082255.4209999999,1021270.459,4400591.616,SIteid1358
574189.874,522343.7971,1391489.719,SIteid1360
764530.6789,757400.0705,2576112.894,SIteid1370
651228.1251,505429.1503,2109229.3030000003,SIteid1373
231036.7152,193216.3528,1105077.0829999999,SIteid1380
665894.3739,517853.9333,2556505.315,SIteid1385
734635.037,673979.6599,1847598.5880000002,SIteid1390
516237.5353,472272.4285,1425162.979,SIteid1392
946697.4544,822300.2287,4508800.8780000005,SIteid1393
